,Symbol,Industry
5022,WRBY,Specialty Stores
5023,SPRB,Biotechnology
5024,VERA,Biotechnology
5025,BARK,Agricultural Commodities/Milling
5026,LYEL,Biotechnology
5027,GAN,Packaged Software
5028,MOGU,Internet Retail
5029,OTLY,Food: Major Diversified
5030,CURV,Internet Retail
5031,JUPW,Household/Personal Care
5032,IMAB,Pharmaceuticals: Major
5033,VRPX,Pharmaceuticals: Major
5034,PT,Finance/Rental/Leasing
5035,VERO,Medical Specialties
5036,TWKS,Miscellaneous Commercial Services
5037,ZFOX,Packaged Software
5038,SUNL,Finance/Rental/Leasing
5039,STTK,Biotechnology
5040,GROM,Internet Software/Services
5041,ATHA,Biotechnology
5042,MRDB,Packaged Software
5043,BODY,Other Consumer Services
5044,SG,Restaurants
5045,OUST,Semiconductors
5046,KTTA,Pharmaceuticals: Major
5047,KC,Data Processing Services
5048,SNSE,Biotechnology
5049,RAAS,Packaged Software
5050,BCAB,Biotechnology
5051,LLAP,Telecommunications Equipment
5052,SMRT,Computer Communications
5053,ONTX,Biotechnology
5054,BRQS,Information Technology Services
5055,NXTC,Pharmaceuticals: Major
5056,OLMA,Pharmaceuticals: Major
5057,SANG,Telecommunications Equipment
5058,AVIR,Pharmaceuticals: Major
5059,TKNO,Pharmaceuticals: Major
5060,DTC,Wholesale Distributors
5061,TALK,Medical/Nursing Services
5062,SLRX,Miscellaneous Commercial Services
5063,YSG,Specialty Stores
5064,QLGN,Pharmaceuticals: Other
5065,MKTW,Data Processing Services
5066,KIND,Internet Software/Services
5067,LILM,Aerospace & Defense
5068,BJDX,Medical Specialties
5069,ADTH,Packaged Software
5070,MNMD,Pharmaceuticals: Major
5071,ABSI,Miscellaneous Commercial Services
5072,ZH,Internet Software/Services
5073,BTTX,Medical Specialties
5074,POL,Electronics/Appliance Stores
5075,VLTA,Specialty Stores
5076,TIRX,Insurance Brokers/Services
5077,COIN,Investment Banks/Brokers
5078,GP,Motor Vehicles
5079,PAY,Miscellaneous Commercial Services
5080,QNRX,Pharmaceuticals: Major
5081,PRLD,Biotechnology
5082,GOCO,Insurance Brokers/Services
5083,MYSZ,Packaged Software
5084,MEDS,Miscellaneous Commercial Services
5085,CLOV,Life/Health Insurance
5086,CTV,Packaged Software
5087,LTCH,Computer Communications
5088,LUCD,Medical Specialties
5089,CGTX,Biotechnology
5090,KTRA,Miscellaneous Commercial Services
5091,BHG,Managed Health Care
5092,BHAT,Recreational Products
5093,API,Packaged Software
5094,GMBL,Movies/Entertainment
5095,ALXO,Miscellaneous Commercial Services
5096,VACC,Pharmaceuticals: Major
5097,UNCY,Miscellaneous Commercial Services
5098,CNTB,Pharmaceuticals: Major
5099,ANPC,Biotechnology
5100,XOS,Motor Vehicles
5101,AMPL,Packaged Software
5102,SNES,Chemicals: Agricultural
5103,FLGC,Pharmaceuticals: Other
5104,CPOP,Advertising/Marketing Services
5105,CENN,Motor Vehicles
5106,SEER,Biotechnology
5107,HIPO,Insurance Brokers/Services
5108,HOWL,Pharmaceuticals: Major
5109,GTH,Medical/Nursing Services
5110,BGRY,Industrial Machinery
5111,BNOX,Pharmaceuticals: Generic
5112,UPH,Medical/Nursing Services
5113,SANA,Biotechnology
5114,CGNT,Packaged Software
5115,NKTX,Biotechnology
5116,PYPD,Pharmaceuticals: Major
5117,HEXO,Agricultural Commodities/Milling
5118,QBTS,Computer Processing Hardware
5119,ID,Packaged Software
5120,TMBR,Pharmaceuticals: Major
5121,HOTH,Pharmaceuticals: Major
5122,ERAS,Pharmaceuticals: Major
5123,CADL,Miscellaneous Commercial Services
5124,APPH,Agricultural Commodities/Milling
5125,AIU,Miscellaneous Commercial Services
5126,NSPR,Medical Specialties
5127,OPEN,Internet Software/Services
5128,XLO,Pharmaceuticals: Major
5129,NYXH,Medical Specialties
5130,FAMI,Agricultural Commodities/Milling
5131,PET,Personnel Services
5132,FWBI,Pharmaceuticals: Major
5133,HYPR,Medical Specialties
5134,TNXP,Pharmaceuticals: Major
5135,MRAI,Packaged Software
5136,ANGN,Pharmaceuticals: Major
5137,PSHG,Marine Shipping
5138,NVVE,Electrical Products
5139,QNCX,Biotechnology
5140,ATAI,Pharmaceuticals: Major
5141,KERN,Data Processing Services
5142,ACHL,Pharmaceuticals: Major
5143,ML,Packaged Software
5144,SLGC,Miscellaneous Commercial Services
5145,BTTR,Specialty Stores
5146,DATS,Packaged Software
5147,KRON,Pharmaceuticals: Major
5148,CNSP,Pharmaceuticals: Major
5149,BLND,Information Technology Services
5150,VIEW,Industrial Specialties
5151,BTBT,Miscellaneous Commercial Services
5152,VMEO,Internet Software/Services
5153,ASTR,Aerospace & Defense
5154,GRPH,Biotechnology
5155,PRAX,Pharmaceuticals: Major
5156,VALN,Biotechnology
5157,VINC,Pharmaceuticals: Major
5158,BDTX,Biotechnology
5159,TTCF,Food: Major Diversified
5160,CYN,Packaged Software
5161,ISPC,Miscellaneous Commercial Services
5162,HLBZ,Other Transportation
5163,VISL,Electronics Distributors
5164,IDBA,Semiconductors
5165,AFIB,Medical Specialties
5166,PYXS,Pharmaceuticals: Major
5167,ADAG,Pharmaceuticals: Major
5168,FFIE,Motor Vehicles
5169,ALGS,Pharmaceuticals: Major
5170,RNAZ,Biotechnology
5171,ATNF,Pharmaceuticals: Major
5172,VINE,Beverages: Alcoholic
5173,OPAD,Internet Software/Services
5174,OPGN,Miscellaneous Commercial Services
5175,AMST,Packaged Software
5176,ZEV,Motor Vehicles
5177,CNXA,Containers/Packaging
5178,KUKE,Commercial Printing/Forms
5179,SONM,Telecommunications Equipment
5180,LAW,Packaged Software
5181,ABVC,Pharmaceuticals: Major
5182,PASG,Biotechnology
5183,PTPI,Pharmaceuticals: Major
5184,JFU,Internet Software/Services
5185,IRNT,Information Technology Services
5186,EFSH,Miscellaneous Commercial Services
5187,EXFY,Packaged Software
5188,CLVR,Pharmaceuticals: Other
5189,FXLV,Other Consumer Services
5190,BIRD,Apparel/Footwear
5191,NCRA,Engineering & Construction
5192,ENSC,Biotechnology
5193,RIVN,Motor Vehicles
5194,OMIC,Medical Specialties
5195,KSPN,Electronics/Appliance Stores
5196,FRGT,Financial Conglomerates
5197,SOPH,Packaged Software
5198,ELEV,Biotechnology
5199,FRGE,Data Processing Services
5200,DRUG,Biotechnology
5201,PTE,Biotechnology
5202,SINT,Medical Specialties
5203,NRXP,Pharmaceuticals: Major
5204,EBON,Computer Processing Hardware
5205,BQ,Internet Retail
5206,NRBO,Biotechnology
5207,GFAI,Information Technology Services
5208,DNA,Medical/Nursing Services
5209,VORB,Aerospace & Defense
5210,VIRI,Pharmaceuticals: Major
5211,PIXY,Personnel Services
5212,VCSA,Real Estate Development
5213,ZENV,Packaged Software
5214,SBIG,Packaged Software
5215,TSHA,Biotechnology
5216,IREN,Data Processing Services
5217,PIII,Miscellaneous Commercial Services
5218,XELA,Information Technology Services
5219,OLPX,Household/Personal Care
5220,HYFM,Trucks/Construction/Farm Machinery
5221,OWLT,Electronics/Appliances
5222,AVAH,Medical/Nursing Services
5223,IMPL,Pharmaceuticals: Major
5224,NVIV,Biotechnology
5225,TNYA,Pharmaceuticals: Major
5226,IDAI,Packaged Software
5227,NUWE,Medical Specialties
5228,HLTH,Medical Specialties
5229,PEAR,Medical Specialties
5230,ATIP,Medical/Nursing Services
5231,VLCN,Motor Vehicles
5232,SKLZ,Data Processing Services
5233,VQS,Packaged Software
5234,SNCE,Miscellaneous Commercial Services
5235,SRZN,Biotechnology
5236,AKA,Internet Retail
5237,SNTI,Biotechnology
5238,FATH,Metal Fabrication
5239,HCTI,Information Technology Services
5240,VYNE,Pharmaceuticals: Major
5241,DRMA,Pharmaceuticals: Major
5242,GNLN,Wholesale Distributors
5243,IFBD,Packaged Software
5244,APRE,Pharmaceuticals: Major
5245,MTTR,Packaged Software
5246,TBLT,Apparel/Footwear
5247,BVS,Medical Specialties
5248,PRE,Medical Specialties
5249,FRLN,Biotechnology
5250,TLIS,Medical Specialties
5251,APP,Packaged Software
5252,UK,Real Estate Development
5253,WISH,Internet Retail
5254,GLS,Medical Specialties
5255,AVGR,Medical Specialties
5256,ARBK,Data Processing Services
5257,VRM,Specialty Stores
5258,OTMO,Packaged Software
5259,AUR,Packaged Software
5260,SFT,Specialty Stores
5261,SQZ,Biotechnology
5262,AFRM,Internet Software/Services
5263,WE,Miscellaneous Commercial Services
5264,LSF,Food: Specialty/Candy
5265,TOPS,Marine Shipping
5266,CYT,Biotechnology
5267,SGTX,Biotechnology
5268,JAGX,Pharmaceuticals: Major
5269,PIK,Apparel/Footwear
5270,WISA,Electronic Production Equipment
5271,KRBP,Biotechnology
5272,SWIM,Miscellaneous Manufacturing
5273,TALS,Pharmaceuticals: Major
5274,LMDX,Medical Specialties
5275,TDUP,Internet Retail
5276,HUDI,Steel
5277,LIDR,Semiconductors
5278,SPRC,Pharmaceuticals: Major
5279,SAI,Data Processing Services
5280,BLI,Packaged Software
5281,YQ,Internet Software/Services
5282,ISO,Packaged Software
5283,JZXN,Specialty Stores
5284,ROOT,Insurance Brokers/Services
5285,SYTA,Telecommunications Equipment
5286,DOMA,Specialty Insurance
5287,AMTI,Biotechnology
5288,AEI,Real Estate Development
5289,CNEY,Electrical Products
5290,LOCL,Financial Conglomerates
5291,SOPA,Packaged Software
5292,CPTN,Computer Communications
5293,PGY,Packaged Software
5294,CDAK,Pharmaceuticals: Major
5295,SOND,Other Consumer Services
5296,RPID,Industrial Machinery
5297,AYTU,Pharmaceuticals: Major
5298,RMED,Medical Specialties
5299,BFRI,Pharmaceuticals: Major
5300,IMCC,Pharmaceuticals: Other
5301,WEJO,Packaged Software
5302,ONCR,Biotechnology
5303,BSFC,Food: Meat/Fish/Dairy
5304,NEXI,Pharmaceuticals: Major
5305,IMPP,Marine Shipping
5306,NVOS,Medical/Nursing Services
5307,APGN,Biotechnology
5308,ADTX,Biotechnology
5309,ENVB,Pharmaceuticals: Other
5310,PRDS,Pharmaceuticals: Major
5311,MSGM,Packaged Software
5312,INPX,Information Technology Services
5313,AHI,Packaged Software
5314,OTRK,Miscellaneous Commercial Services
5315,BBLG,Medical Specialties
5316,SABS,Biotechnology
5317,ARVL,Motor Vehicles
5318,CZOO,Specialty Stores
5319,BPTS,Pharmaceuticals: Other
5320,REE,Auto Parts: OEM
5321,LABP,Biotechnology
5322,DUO,Internet Software/Services
5323,NCPL,Miscellaneous Commercial Services
5324,VLON,Pharmaceuticals: Major
5325,RGTI,Computer Processing Hardware
5326,SIDU,Telecommunications Equipment
5327,BBLN,Medical/Nursing Services
5328,EAR,Medical Specialties
5329,CRKN,Miscellaneous Commercial Services
5330,STRC,Industrial Machinery
5331,WNW,Internet Retail
5332,SEV,Motor Vehicles
5333,EFTR,Biotechnology
5334,FAZE,Movies/Entertainment
5335,UTRS,Medical Specialties
5336,RELI,Financial Conglomerates
5337,TSP,Motor Vehicles
5338,ARQQ,Packaged Software
5339,TIVC,Medical Specialties
5340,GETR,Other Transportation
5341,GRNA,Biotechnology
5342,SDIG,Data Processing Services
5343,BXRX,Pharmaceuticals: Major
5344,TIL,Biotechnology
5345,BOXD,Internet Retail
5346,GROV,Household/Personal Care
5347,VINO,Real Estate Development
5348,QTEK,Engineering & Construction
5349,FNCH,Medical/Nursing Services
5350,GMVD,Electronic Equipment/Instruments
5351,CEI,Oil & Gas Production
5352,QH,Internet Software/Services
5353,AUID,Semiconductors
5354,BRDS,Other Transportation
5355,GREE,Packaged Software
5356,DAVE,Major Banks
5357,EBET,Packaged Software
5358,EMBK,Packaged Software
5359,HLGN,Engineering & Construction
5360,JWEL,Medical Distributors
5361,ALLR,Pharmaceuticals: Major
5362,MF,Internet Retail
5363,SWVL,Other Transportation
5364,DBGI,Apparel/Footwear
5365,EJH,Other Consumer Services
5366,KAL,Agricultural Commodities/Milling
5367,AGFY,Trucks/Construction/Farm Machinery
5368,OP,Marine Shipping
